name,slug,country,city,homepage,lat,lng,programs
"puc","puc","Brazil","Rio de Janeiro","","0","0","{'bygg og miljøteknikk':1,}"
"danmarks tekniske universitet","danmarks-tekniske-universitet","Danmark","Kongens Lyngby / København","","0","0","{'vann- og miljøteknikk':1,'datateknologi':2,'produktutvikling og produksjon':2,'industriell økonomi og teknologi ledelse/energi og miljø':1,'bioteknologi':1,'mtpetr':1,'elsys':1,'industriell kjemi og bioteknologi':2,'mtbygg':3,'bygg- og miljøteknikk':3,'mit':1,'industriell design':2,'energi og miljø, energiplanlegging og miljøanalyse':1,'master bygg- og miljøteknikk':1,}"
"tu delft","tu-delft","Nederland","Delft","","0","0","{'vann- og miljøteknikk':1,'mtkj-bioteknologi':1,'industriell design':2,'fysikk og matematikk':2,'industriell design - interaksjonsdesign':1,'datateknologi med spesialisering i programvaresystemer':1,'master i informatikk':1,'mtfyma - teknisk fysikk':1,'marin teknikk (marine konstruksjoner)':1,'marin teknikk':5,'komtek':1,'kybernetikk og robotikk':2,'elektronisk systemdesign og innovasjon':2,'industriell økonomi og teknologiledelse':1,'tekniske geofag':1,'mtbygg - konstruksjon':1,'5-årig master i bioteknologi':1,'energi og miljø':2,'bygg- og miljøteknikk':1,'produktutvikling og produksjon (puma)':1,'mtbygg':1,'mttk':1,'teknisk kybernetikk':1,'produktutvikling og produksjon (pup / maskin)':1,'mtenerg':1,'mtmart':1,'':1,}"
"budapest university of technology and economics","budapest-university-of-technology-and-economics","Ungarn","Budapest","","0","0","{'':1,'kommunikasjonsteknologi og digital sikkerhet':1,'fysikk og matematikk, teknisk fysikk':1,'kommunikasjonsteknologi':2,}"
"aarhus universitet","aarhus-universitet","Danmark","Aarhus","","0","0","{'lektor i språkfag - nordisk':1,'bachelor i programmering':1,'bachelor tysk/historie':1,'bachelor psykologi':1,'mtnano-ne':1,'siv.ing. nanoteknologi':1,'nanoteknologi':1,'bevegelsesvitenskap':1,}"
"upc - universitat politecnica de catalunya","upc---universitat-politecnica-de-catalunya","Spania","Barcelona","","0","0","{'kybernetikk og robotikk':2,'industriell matematikk':2,'fysikk og matematikk':2,'bygg- og miljøteknikk':2,'mtdt, datateknologi':1,'datateknologi':2,'indmat':1,'mtdt':1,'energi og miljø':1,'mtmt':1,'nanoteknologi':1,'industriell økonomi og teknologiledelse':1,'indøk':1,'mtfyma - fysikk og matematikk':1,'lektor i realfag':1,'https://www.ntnu.no/studier/mtkom':1,'ingeniørvitenskap &amp; ikt':1,'kybernetikk &amp; robotikk':1,'mit':1,'kybernetikk og kybernetikk':1,'kommunikasjonsteknologi':1,'sivilingeniør, fysikk og matematikk':1,'mtfyma':1,}"
"ense3 ved inp grenoble","ense3-ved-inp-grenoble","Frankrike","Grenoble","","0","0","{'energi og miljø':1,'ingeniørvitenskap og ikt':2,}"
"politecnico di torino","politecnico-di-torino","Italia","Torino","","0","0","{'kybernetikk og robotikk':3,'bygg- og miljøteknikk':1,'mtkj':1,'petroleumsfag':1,'industriell økonomi og teknologiledelse':3,'indøk - pup':1,'mtfyma':1,'ingeniørvitenskap &amp; ikt':2,'mt-iøt':1,'ingeniørvitenskap og ikt':2,'i&amp;ikt':1,'indøk marin':1,'indøk':1,}"
"cole polytechnique fédérale de lausanne (epfl)","cole-polytechnique-federale-de-lausanne-(epfl)","Sveits","Lausanne","","0","0","{'industriell økonomi og teknologiledelse':2,'kommunikasjonsteknologi og digital sikkerhet (mtkom)':1,'fysikk og matematikk- teknisk fysikk - sivilingeniør/masterprogram 5-årig':1,'mtelsys':1,'bygg og miljøteknikk 5 årig':1,'mtfyma':1,'industriell økonomi og teknologi ledelse':1,'produktutvikling og produksjon, industriell mekanikk':1,'produktutvikling og produksjon, ept':1,'nanoteknologi (nanoelektronikk)':1,'bygg- og miljøteknikk, 5-årig':1,'master i fysikk':1,'cybernetics and robotics':1,'mtnano - nanoteknologi':1,}"
"montana state university","montana-state-university","USA","Bozeman","","0","0","{'bygg og miljøteknikk':1,'konstruksjon':1,}"
"oth-regensburg","oth-regensburg","Tyskland","Regensburg","","0","0","{'samfunnsøkonomi 5-årig master':1,'digital infrastruktur og cybersikkerhet':1,}"
"university of british columbia (ubc)","university-of-british-columbia-(ubc)","Canada","Vancouver","","0","0","{'energi og miljø':2,'bachelor i statsvitenskap':1,'mtfyma':3,'mtkj':2,'datateknologi':2,'informatikk, 2-årig master':1,'marin teknikk':3,'bygg- og miljøteknikk':4,'kybernetikk og robotikk':4,'bygg- og miljøteknikk, 5-årig masterstudium':1,'industriell økonomi og teknologiledelse':5,'mtkom':1,'myfyma':1,'produktutvikling og produksjon':1,'materialteknologi':1,'tekniske geofag':2,'materialteknologi, mtmt':1,'mtkom kommunikasjonsteknologi':1,'produktutvikling og produksjon - pup':1,'energi og miljø - elkraft':1,'teknisk kybernetikk':1,}"
"eurecom","eurecom","Frankrike","Antibes","","0","0","{'kommunikasjonsteknologi':14,'kommunikasjonsteknologi og digital sikkerhet':2,'datateknologi':4,'datateknologi med ai':1,'datateknologi siving':1,'elsys':2,'mtdt':1,'ingeniørvitenskap &amp; ikt':1,'ingeniørvitenskap og ikt':1,'elektronisk systemdesign og innovasjon':6,'master informatikk, interaksjonsdesign, spill- og læringsteknologi':1,'mtkom':4,'4. år master i informatikk - interaksjonsdesign, spill- og læringsteknologi':1,'elektronisk systemdesign &amp; innovasjon':1,'datateknikk':1,}"
"universitetet i københavn","universitetet-i-kobenhavn","Danmark","København","","0","0","{'lektor, nordisk':1,}"
"uc3m","uc3m","Spania","Madrid","","0","0","{'kommunikasjonsteknologi og digital sikkerhet':1,'datateknologi':2,'digital forretningsutvikling':1,}"
"universidad carlos iii de madrid","universidad-carlos-iii-de-madrid","Spania","Madrid","","0","0","{'datateknologi':5,'økonomi og administrasjon':4,'europastudier med statsvitenskap':1,'psykologi bachelor':1,'statsvitenskap':1,'sosialantropologi, bachelor':1,'nanoteknologi':4,'mlreal':1,}"
"insa toulouse","insa-toulouse","Frankrike","Toulouse","","0","0","{'kybernetikk og robotikk':1,'mtfyma':1,'mbiot5':1,}"
"dtu","dtu","Danmark","Kongens Lyngby","","0","0","{'chemistry':1,'kybernetikk og robotikk (5-årig)':1,'mtkj - bioteknologi':1,'datateknologi':1,'mtprod':3,'kybernetikk og robotikk':1,'industriell kjemi og bioteknologi':2,'energi og prosessteknikk (strømningsteknikk)':1,'energi og miljø':4,'industriell økonomi og teknologiledelse':3,'industriel design':1,'elsys':2,'bygg -og miljøteknikk':1,'fysikk og matematikk':1,'bachelor elektroingeniør med rettning automasjon':1,'ledelse av teknologi':1,'mtfyma':1,'mbiot5':1,'mtkj':5,'mtiøt':1,'mtkj bioteknologi':1,'energibruk og energiplanlegging':2,'bygg- og miljøteknikk':2,'kommunikasjonsteknologi':1,'pup':1,'industriell økonomi og teknologi ledelse':1,'mtkj- materialteknologi':1,'bygg og miljøteknikk (konstruksjonsteknikk)':2,'industriell design':1,'produktutvikling og produksjon':1,'materialteknologi':1,'bbi':1,'energi og miljø- elkraft':1,'':1,}"
"danmarks tekniske universitet (dtu)","danmarks-tekniske-universitet-(dtu)","Danmark","København","","0","0","{'bygg- og miljøteknikk':2,'energi og miljø':3,'kommunikasjonsteknologi':2,'industriell kjemi og bioteknologi':1,'':1,'mtprod':1,'bimas':1,'produktutvikling og produksjon (ipk)':1,'kybernetikk og robotikk':1,'mtbygg':1,'industriell økologi':1,'industriell design':1,'sivilingeniør fysikk og matematikk':1,'marin teknikk':1,'produktutvikling':1,}"
"sciences po","sciences-po","Frankrike","Lyon","","0","0","{'bachelor i statsvitenskap':1,'statsvitenskap':4,'lektorutdanning i samfunnsfag':1,'europastudier med statsvitenskap':1,}"
"yıldız teknik üniversitesi","yildiz-teknik-universitesi","Tyrkia","Istanbul","","0","0","{'kybernetikk og robotikk':1,}"
"universiteit gent","universiteit-gent","Belgia","Gent","","0","0","{'environmental toxicology and chemistry':1,'industriell kjemi og bioteknologi':1,'materialteknologi':1,'msøk':1,}"
"university of copenhagen","university-of-copenhagen","Danmark","København","","0","0","{'datateknologi':1,'urban ecological planning':1,}"
"universitat politecnica de valencia","universitat-politecnica-de-valencia","Spania","Valencia","","0","0","{'industriell kjemi og bioteknologi':2,'industriell økonomi og teknologiledelse, emil':1,'marin teknikk':2,'kybernetikk og robotikk (5 årig)':1,'kybernetikk og robotikk':1,'mttk':1,'master i informatikk':1,'master i industriell design':1,'informatikk, programvaresystemer':1,'mtbygg':1,'sivilingeniør - fysikk og matematikk - 5-årig masterprogram':1,'bygg- og miljøeknikk':1,'bygg- og miljøteknikk':4,'fysikk og matematikk - industriell matematikk':1,'bygg og miljøteknikk':2,'master i arkitektur':1,'kommunikasjonsteknologi':1,}"
"ucsb","ucsb","USA","Santa Barbara","","0","0","{'produktutvikling og produksjon':1,'kybernetikk og robotikk':4,'mttk - kybernetikk og robotikk':1,'':1,'mtiøt':1,'allmenn litteraturvitenskap':1,'industriell kjemi og bioteknologi':2,'master i matematikk':1,'indøk':1,'datateknikk':1,'datateknologi':1,'mtkom':1,'ingeniørvitenskap &amp; ikt':1,'energi og miljø':1,}"
"tu/e - technische universiteit eindhoven","tu/e---technische-universiteit-eindhoven","Nederland","Eindhoven","","0","0","{'mtfyma - teknisk fysikk':1,'industriell kjemi og bioteknologi':1,'energi og miljø':1,'datateknologi, 5':1,'mtdt':1,}"
"","","","","","0","0","{'':11,}"
"københavns universitet","kobenhavns-universitet","Danmark","København","","0","0","{'samfunn- og idrettsvitenskap':1,'lektorprogrammet i språkfag - nordisk':1,'bachelor i biologi':2,'bevegelsesvitenskap, bachelor':1,'lektorutdanning i samfunnsfag, masterprogram i sosiologi':1,'lektorutdanning i språk, nordisk':1,'master i nordisk språk':1,'samfunnsøkonomi':1,'siviløkonom/ masterprogram 2-årig':1,'profesjonsstudiet i psykologi':1,'indøk':3,'mtfyma':1,'psykologi bachelor':1,}"
"eth","eth","Sveits","Zürich","","0","0","{'kybernetikk og robotikk':1,'ingeniørvitenskap og ikt':2,'mtfyma':1,'mttk - kybernetikk og robotikk':1,'mtelsys':1,'produktutvikling og produksjon':1,'mtenerg':1,'mtdt':1,'mtmt':1,}"
"tu eindhoven","tu-eindhoven","Nederland","Eindhoven","","0","0","{'energi og miljø':1,'kybernetikk og robotikk masterprogram (sivilingeniør) 5-årig':1,'mttk':1,}"
"tsinghua","tsinghua","Kina","Beijing","","0","0","{'datateknologi':2,'industriell økonomi og teknologiledelse':3,'mtdt':1,'mtkj':2,'bygg- og miljøteknikk':1,'indøk':1,'mtiøt':1,}"
"texas tech university","texas-tech-university","USA","Lubbock","","0","0","{'petroleumsfag':3,'mgeol':1,'petroleumsteknologi':2,'elektronikk':1,}"
"università di pisa","universita-di-pisa","Italia","Pisa","","0","0","{'datateknologi':1,}"
"university college dublin","university-college-dublin","Irland","Dublin","","0","0","{'fysikk og matematikk':1,'europastudier med statsvitenskap':1,'master fysikk':1,'bygg- og miljøteknikk':1,'bachelor i elektroingeniør (elkraft)':1,'nanoteknologi':1,'energi og miljø - elektrisk energiteknikk og smarte nett':1,}"
"university of innsbruck","university-of-innsbruck","Østerrike","Innsbruck","","0","0","{'mtfyma':1,'mtnano':1,'nanoteknologi':1,'ledelse av teknologi':1,'kommunikasjonsteknologi':1,'bygg- og miljøteknikk':1,'samfunnsøkonomi':1,'fysikk og matematikk':1,}"
"san diego state university","san-diego-state-university","USA","San Diego","","0","0","{'master of science in informatics':1,'profesjonsstudiet i psykologi':3,'energi og miljø':3,'bygg- og miljøteknikk':3,'master i samfunnsøkonomi':1,'shipping management':1,'mtfyma':1,'energi &amp; miljø':1,'mtbygg':2,'bygg og miljøteknikk':1,'master i ledelse av teknologi':3,'logistikk':1,'logistikkingeniør':1,'byggingeniør, bachelor':1,'logistikk ingeniør':1,'bachelor bygg':1,'lektorutdanning med hovedfag i engelsk':1,'markedsføring og ledelse':1,'ledelse av teknologi':1,'energi og miljø - elkraft':1,'psykologi':1,'spesialpedagogikk':1,}"
"university of california san diego","university-of-california-san-diego","USA","san diego","","0","0","{'energi og miljø, 5-årig':1,'datateknologi':3,'fysikk og matematikk':1,'marin teknikk':2,'':1,'industriell økonomi og teknologiledelse':6,'produktutvikling og produksjon':2,'indøk':1,'mtenerg':1,}"
"uga","uga","Frankrike","Grenoble","","0","0","{'bygg- og miljøteknikk':1,'master i bioteknologi (mbiot5)':1,}"
"ucsd","ucsd","USA","San Diego","","0","0","{'industriell økonomi og teknologiledelse':10,'energi og miljø':1,'ingeniørvitenskap &amp; ikt - konstruksjon':1,'kybernetikk og robotikk':3,'mtiøt':3,'bygg og miljøteknikk':3,'bygg- og miljøteknikk':7,'informatikk':1,'indøk':1,'datateknologi':4,'produktutvikling og produksjon, maskin':1,'mtelsys':1,'nanoteknologi':1,'indøk data':1,'mtdt':1,'mbiot5':2,'mtbygg':4,'mtprod (in.mek.)':1,'bioteknologi':2,'mtprod':1,'produktutvikling og produktsjon':1,'marin teknikk':1,'mtmart':1,'indøk-data':1,'bygg- og miljøteknikk - konstruksjon':1,'mlspråk':1,'bygg- og miljøteknikk (konstruksjon)':1,'datateknikk':1,'industriell mekanikk':1,'økonomi og administrasjon':1,}"
"columbia university of new york","columbia-university-of-new-york","USA","New York","","0","0","{'industriell økonomi og teknologiledelse':1,}"
"albert-ludwig-universität freiburg","albert-ludwig-universitat-freiburg","Tyskland","Freiburg im Breisgau","","0","0","{'europastudier med tysk':1,'lektor i samfunnsfag':1,'bachelor tysk - språk og litteratur':1,'fysikk og matematikk':1,'integrert master i samfunnsøkonomi':1,'bachelor tysk':1,}"
"universiteit van amsterdam","universiteit-van-amsterdam","Nederland","Amsterdam","","0","0","{'fysikk og matematikk- fysmat':1,'mtdt':1,'fysikk og matematikk':1,}"
"university of the highlands and islands","university-of-the-highlands-and-islands","Storbritannia","Kirkwall","","0","0","{'bachelor i arkeologi':1,'arkeologi':3,'bark':1,}"
"eindhoven university of technology (technische universiteit eindhoven)","eindhoven-university-of-technology-(technische-universiteit-eindhoven)","Nederland","Eindhoven","","0","0","{'kybernetikk og robotikk (fordypning: robotsystemer)':1,}"
"bogazici universitetet","bogazici-universitetet","Tyrkia","Istanbul","","0","0","{'allmenn litteraturvitenskap - bachelor':1,}"
"university of padova","university-of-padova","Italia","Padova","","0","0","{'bioteknologi (mbiot5)':1,'mtkj':3,'indøk':1,'industriell økonomi og teknologiledelse':2,'bachelor i samfunnsøkonomi':1,'industriell kjemi og bioteknologi':1,'ingeniørvitenskap og ikt':1,'fysikk og matematikk':1,'bachelor psykologi':1,'psykologi bachelor':1,}"
"universita degli studi di genova","universita-degli-studi-di-genova","Italia","Genova","","0","0","{'kybernetikk og robotikk':1,'ingeniørvitenskap &amp;amp; ikt':1,}"
"usi","usi","Sveits","Mendrisio","","0","0","{'arkitektur':1,}"
"aalto university","aalto-university","Finland","Espoo/Helsinki","","0","0","{'ingeniørvitenskap og ikt':1,'arkitektur':2,}"
"institut détudes politiques de toulouse","institut-detudes-politiques-de-toulouse","Frankrike","Toulouse","","0","0","{'europastudier - bachelorstudium':1,'statsvitenskap':1,}"
"universidade de lisboa","universidade-de-lisboa","Portugal","Lisboa","","0","0","{'industriell design':1,'energi og miljø':1,'arkitektur':4,'arkitektur - masterstudium (5-årig) (maar)':1,'arkitektur - masterstudium (5 årig)':1,'master - arkitektur':1,'medisin':1,}"
"technische universität graz","technische-universitat-graz","Østerrike","Graz","","0","0","{'fysikk og matematikk (tekfys)':1,'bygg- og miljøteknikk':2,}"
"upc-fme","upc-fme","Spania","Barcelona","","0","0","{'fysikk og matematikk':1,}"
"accademia di belle arti di brera","accademia-di-belle-arti-di-brera","Italia","Milano","","0","0","{'industriell design':1,}"
"czech technical university","czech-technical-university","Tsjekkia","Praha","","0","0","{'kybernetikk og robotikk':2,'datateknologi':1,'mibygg':1,'samfunnsøkonomi':1,'elektronisk systemdesign og inovasjon':1,'informatikk':1,'kybernetikk og robotikk 2-årig':1,}"
"kungliga tekniska högskolan","kungliga-tekniska-hogskolan","Sverige","Stockholm","","0","0","{'ingeniørvitenskap og ikt - konstruksjonsteknikk':1,'bbk':1,'fysikk og matematikk - teknisk fysikk':1,'energi og miljø':2,'bygg- og miljøteknikk':1,}"
"kaist","kaist","Korea","Daejeon","","0","0","{'datateknologi':3,'kybernetikk og robotikk (mttk)':1,'mtdt':1,'mttk':1,'produktutvikling og produksjon':1,'fysikk og matematikk':2,'produksjon og produktutvikling':1,}"
"hochschule lucerne","hochschule-lucerne","Sveits","Luzern","","0","0","{'master i arkitektur':1,}"
"ku leuven","ku-leuven","Belgia","Leuven","","0","0","{'fysikk og matematikk - industriell matematikk':1,'datateknologi':2,'':1,'industriell kjemi og bioteknologi':1,'mtkj':1,'kommunikasjonsteknologi':1,'bygg og miljøteknikk':1,'sivilingeniør i nanoteknologi':1,}"
"university of hawaii at manoa","university-of-hawaii-at-manoa","USA","Honolulu","","0","0","{'bachelor i biologi':1,'kybernetikk og robotikk':2,'europastudier med statsvitenskap':1,'økonomi og administrasjon bachelor':2,'bachelor i økonomi og administrasjon':1,}"
"universitet mannheim","universitet-mannheim","Tyskland","Mannheim","","0","0","{'industriell økonomi og teknologiledelse':5,'samfunnsøkonomi':1,'bachelor økonomi og administrasjon':1,'bachelor i samfunnsøkonomi':1,}"
"università degli studi di firenze","universita-degli-studi-di-firenze","Italia","Firenze","","0","0","{'arkitektur':1,'industriell økonomi og teknologiledelse - data':1,'statsvitenskap':2,'bachelor i økonomi og administrasjon':1,'økonomi og administrasjon':1,}"
"chalmers university","chalmers-university","Sverige","Gothenburg","","0","0","{'industrial ecology':1,}"
"ugent","ugent","Belgia","Gent","","0","0","{'ingeniørvitenskap og ikt, konstruksjon':1,'bygg - og miljøteknikk':1,'markedsføring og ledelse':1,}"
"københavns professionshøjskole","kobenhavns-professionshojskole","Danmark","København","","0","0","{'bachelor i sosialt arbeid (sosionom)':1,'barnevernspedagogikk bachelor':1,'sykepleierutdanning, bachelor heltid':1,'sykepleie, bachelor heltid':1,'sykepleierutdanningen - bachelor':1,}"
"sapienza universita di roma","sapienza-universita-di-roma","Italia","Roma","","0","0","{'mtnano':1,'industriell økonomi og teknologiledelse':1,'digital infrastruktur og cybersikkerhet':1,}"
"ucd","ucd","Irland","Dublin","","0","0","{'arkitektur':1,'elektrisk energiteknikk og smarte nett':1,'mtbygg':1,}"
"university of roehampton","university-of-roehampton","Storbritannia","London","","0","0","{'drama og teater':1,}"
"unibo","unibo","Italia","Bologna","","0","0","{'datateknologi':1,'bygg- og miljøteknikk':2,'energi og miljø':2,'fysmat':1,'mlt':1,'industriell kjemi og bioteknologi':1,'religionsvitenskap / årsstudium engelsk':1,}"
"bme","bme","Ungarn","Budapest","","0","0","{'kybernetikk og robotikk':1,'kommunikasjonsteknologi':2,}"
"uc berkeley","uc-berkeley","USA","Berkeley","","0","0","{'mtnano':1,'industriell økonomi og teknologiledelse':3,'kybernetikk og robotikk':1,'psykologi bachelor':1,'industriell kjemi og bioteknologi':2,'bachelor økonomi og administrasjon':1,'mtiøt - data':1,'mtdt - datateknologi':1,'bachelor psykologi':1,'ingeniørvitenskap og ikt':1,'fysikk og matematikk':3,'dataingeniør':2,'mtkj':1,'mtfyma':3,'mttk':1,'statsvitenskap':1,'bygg- og miljøteknikk':1,'emil':1,'energi og miljø':1,'nanoteknologi':1,'produktutvikling og produksjon':1,'industriell økonomi og teknologiledelse med valgt teknologiretning emil og elkraft':1,'marine teknikk':1,'mtprod':2,'master øk.adm':1,'master økad':1,'master økonomi og administrasjon med hovedprofil økonomistyring':1,'sosiologi':1,'konstruksjonsteknikk':1,'master i matematikk':1,'lektor i samfunnsfag':1,}"
